date,so2,no2,rspm,spm,aqi
2013-09-24,2.0,41.0,134.0,398.5591499628397,113.32151876187069
2013-09-25,2.0,70.0,80.0,398.5591499628397,103.26183289799636
2013-09-26,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-09-27,2.0,79.0,108.0,398.5591499628397,109.56026221736808
2013-09-28,3.0,86.0,99.0,398.5591499628397,107.98774912836285
2013-09-29,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-09-30,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-01,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-02,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-03,2.0,29.0,84.0,398.5591499628397,102.25764441632097
2013-10-04,2.0,40.0,117.0,398.5591499628397,109.69848211265605
2013-10-05,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-06,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-07,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-08,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-09,2.0,61.0,81.0,398.5591499628397,103.06706850009058
2013-10-10,2.0,84.0,117.0,398.5591499628397,111.67963394511676
2013-10-11,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-12,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-13,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-14,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-15,2.0,107.0,152.0,398.5591499628397,120.08172818595447
2013-10-16,4.0,99.5,218.5,398.5591499628397,133.75345593464556
2013-10-17,3.0,82.0,205.0,398.5591499628397,130.1175920603
2013-10-18,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-19,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-20,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-21,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-22,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-23,6.0,126.0,259.0,398.5591499628397,143.48382242679216
2013-10-24,8.0,159.0,247.0,398.5591499628397,142.45712085611154
2013-10-25,7.0,122.0,317.0,398.5591499628397,155.5175920603
2013-10-26,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-27,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-10-28,3.0,128.0,421.0,398.5591499628397,177.65057635349373
2013-10-29,4.0,115.0,524.0,398.5591499628397,198.750314573389
2013-10-30,7.5,144.0,311.0,398.5591499628397,155.2486130027084
2013-10-31,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-01,3.5,95.0,310.0,398.5591499628397,152.80568106553562
2013-11-02,5.0,84.5,458.0,398.5591499628397,183.49246117024765
2013-11-03,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-04,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-05,8.5,132.0,529.5,398.5591499628397,200.7028014843838
2013-11-06,11.0,115.0,345.0,398.5591499628397,161.1217805419754
2013-11-07,6.5,115.5,342.5,398.5591499628397,160.58866535872932
2013-11-08,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-09,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-10,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-11,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-12,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-13,6.0,106.0,411.0,398.5591499628397,174.57492190323194
2013-11-14,11.0,128.0,398.0,398.5591499628397,172.86209467810107
2013-11-15,8.0,131.0,373.0,398.5591499628397,167.71575959956704
2013-11-16,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-17,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-18,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-19,2.0,115.0,161.0,398.5591499628397,122.33617844773457
2013-11-20,8.0,172.0,248.0,398.5591499628397,143.25293237443614
2013-11-21,11.0,152.0,284.0,398.5591499628397,149.94900567286547
2013-11-22,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-23,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-24,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-25,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-26,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-27,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-28,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-29,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-11-30,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-01,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-02,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-03,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-04,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-05,6.0,124.0,311.0,398.5591499628397,154.33827268857226
2013-12-06,13.0,125.0,395.0,398.5591499628397,172.1086915367398
2013-12-07,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-08,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-09,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-10,6.0,114.0,204.0,398.5591499628397,131.3675920603
2013-12-11,8.0,94.0,317.0,398.5591499628397,154.2634035786246
2013-12-12,8.0,81.0,161.0,398.5591499628397,120.84455541108537
2013-12-13,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-14,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-15,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-16,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-17,2.5,117.0,581.0,398.5591499628397,210.82740881422671
2013-12-18,4.5,105.5,400.5,398.5591499628397,172.33264441632096
2013-12-19,3.5,98.0,309.5,398.5591499628397,152.8355239974728
2013-12-20,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-21,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-22,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-23,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-24,3.0,110.0,296.0,398.5591499628397,150.53120462574503
2013-12-25,2.0,24.0,286.0,398.5591499628397,144.5476967723419
2013-12-26,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-27,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2013-12-28,9.0,87.0,229.0,398.5591499628397,135.43329886658273
2013-12-29,7.0,61.0,210.0,398.5591499628397,130.25057635349373
2013-12-30,11.0,72.0,239.0,398.5591499628397,136.8757072435461
